,Box,slot,month,day,year,session,river,site,habitat,egg,JULIAN.DAY,TEMP,CONDUCTIVITY,membrane.diameter.1,membrane.diameter.2,membrane.diameter.3,membrane.diameter.4,yolk.diameter.1,yolk.diameter.2,yolk.diameter.3,yolk.diameter.4,larval.length,MEMBRANE.AVE,MEMBRANE.SD,membrane.cv,yolk.to.membrane.ratio,YOLK.AVE,YOLK.SD,yolk.cv,Egg.Stage,compact.diffuse,Pigment,sticky.debris,deflated,comments,Questionable.genetics,common.name,Lab,Family,Genus,species,common.name.ACGC,Family.ACGC,Genus.ACGC,species.ACGC
2503,5,F07,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,2.940476,3.02381,3.037185,2.976905,1.72619,1.619048,1.424647,1.818976,0,2.99459,0.04438,0.01482,0.55006,1.64722,0.16938,0.10283,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2504,5,F08,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4.428571,3.261905,4.027154,3.805448,1.45243,1.464286,1.591547,1.419116,0,3.88077,0.48655,0.12537,0.38184,1.48184,0.07559,0.05101,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2505,5,F09,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4.095238,3.869048,3.894331,4.133216,1.75,1.630952,1.549724,1.803404,0,3.99796,0.13554,0.0339,0.42109,1.68352,0.11468,0.06812,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2506,5,F10,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4.202381,3.857143,3.867142,4.085207,1.761905,1.511905,1.684934,1.740703,0,4.00297,0.16955,0.04236,0.4184,1.67486,0.11338,0.0677,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2507,5,F11,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,3.761905,4.27381,4.093334,4.161221,1.5,1.785714,1.561159,2.11426,0,4.07257,0.22008,0.05404,0.42732,1.74028,0.27794,0.15971,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2508,5,F12,5,30,2016,4,SKK,MTH,THAL,8362,151,22,380,4.261905,3.714286,3.928084,3.96677,1.714327,1.380952,1.477198,1.517565,0,3.96776,0.22535,0.05679,0.38372,1.52251,0.14013,0.09204,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2509,5,G01,7,18,2016,9,UMR,UPI,THAL,1,200,28.3,484,1.428571,1.595238,1.475086,1.489999,0.9404762,1.22619,1.140188,1.043824,0,1.49722,0.07039,0.04701,0.72646,1.08767,0.1232,0.11327,1,C,N,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2510,5,G02,6,8,2016,5,DSM,KQA,BACK,5,160,27.4,406,NA,NA,NA,NA,0.4470588,0.4882353,0.4582198,0.4991342,0,NA,NA,NA,NA,0.47316,0.02454,0.05186,D,D,N,N,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2511,5,G03,6,28,2016,7,UMR,DNW,THAL,22,180,26.5,440,1.369048,1.428571,1.377922,1.362822,1.178571,1.035714,1.190536,0.9852224,2.311941,1.38459,0.02997,0.02164,0.79266,1.09751,0.10272,0.09359,7,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2512,5,G04,6,20,2016,6,UMR,UPI,CHAN,22,172,26.5,440,1.964286,1.88099,1.929196,1.921135,1.261905,1.095238,1.279637,1.086729,0,1.9239,0.0342,0.01777,0.61379,1.18088,0.10411,0.08816,1,C,N,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2513,5,G05,6,20,2016,6,UMR,UPI,CHAN,65,172,26.5,440,1.547619,1.5,1.565827,1.570165,0.9880952,1.071429,1.085947,0.9602355,0,1.5459,0.03212,0.02078,0.66397,1.02643,0.06169,0.06011,4,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2514,5,G06,8,28,2016,13,UMR,DNW,THAL,95,241,27.1,421,3.666667,4.75,3.767796,4.677829,1.083333,1.47619,1.122146,1.522414,3.496998,4.21557,0.57767,0.13703,0.30862,1.30102,0.23028,0.177,8,C,N,N,Y,,,,UWSP,,,,,,,
2515,5,G06,8,28,2016,13,UMR,DNW,THAL,95,241,24.5,385,3.666667,4.75,3.767796,4.677829,1.083333,1.47619,1.122146,1.522414,3.496998,4.21557,0.57767,0.13703,0.30862,1.30102,0.23028,0.177,8,C,N,N,Y,,,,UWSP,,,,,,,
2516,5,G07,8,28,2016,13,UMR,DNW,THAL,95,241,27.1,421,2.285714,2.142857,2.291906,2.307068,1.297619,1.107143,1.145953,1.17085,0,2.25689,0.07655,0.03392,0.52302,1.18039,0.08243,0.06983,1,C,N,N,Y,,,,UWSP,,,,,,,
2517,5,G07,8,28,2016,13,UMR,DNW,THAL,95,241,24.5,385,2.285714,2.142857,2.291906,2.307068,1.297619,1.107143,1.145953,1.17085,0,2.25689,0.07655,0.03392,0.52302,1.18039,0.08243,0.06983,1,C,N,N,Y,,,,UWSP,,,,,,,
2518,5,G08,8,28,2016,13,UMR,DNW,THAL,95,241,27.1,421,2.321429,2.261905,2.27683,2.357984,1.333333,1.261905,1.274477,1.322286,0,2.30454,0.04369,0.01896,0.56324,1.298,0.03509,0.02704,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2519,5,G08,8,28,2016,13,UMR,DNW,THAL,95,241,24.5,385,2.321429,2.261905,2.27683,2.357984,1.333333,1.261905,1.274477,1.322286,0,2.30454,0.04369,0.01896,0.56324,1.298,0.03509,0.02704,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2520,5,G09,6,29,2016,7,UMR,UPI,THAL,95,180,27.1,421,1.47619,1.72619,1.711348,1.725492,1,1.011905,1.129134,1.077628,0,1.65981,0.1226,0.07386,0.63542,1.05467,0.06025,0.05713,6,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2521,5,G10,6,29,2016,7,UMR,UPI,THAL,95,180,27.1,421,1.416667,1.416667,1.405821,1.447983,1.047619,0.9285714,1.026988,1.018883,0,1.42178,0.0182,0.0128,0.70722,1.00552,0.0527,0.05241,5,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2522,5,G11,6,29,2016,7,UMR,UPI,THAL,95,180,27.1,421,1.714286,1.666667,1.734422,1.708862,1.178571,1.071429,1.22063,1.144963,0,1.70606,0.02847,0.01669,0.67635,1.1539,0.06309,0.05468,4,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2523,5,G12,6,29,2016,7,UMR,UPI,THAL,95,180,27.1,421,1.535714,1.630952,1.633167,1.704503,1.059524,1.107143,1.062796,1.119871,0,1.62608,0.06926,0.04259,0.66868,1.08733,0.0307,0.02823,1,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2524,5,H01,7,29,2016,10,UMR,DNI,THAL,1,211,28.3,420,1.635294,1.711775,1.762518,1.623838,1.20594,0.94125,1.19033,1.031091,0,1.68336,0.06564,0.03899,0.64879,1.09215,0.12791,0.11712,6,C,Y,N,N,,,,UWSP,,,,,,,
2525,5,H03,7,29,2016,10,SKK,MTH,BACK,1,211,30,493,1.570588,1.564717,1.61846,1.572295,0.9294118,1.241232,1.029277,1.015043,0,1.58152,0.02484,0.01571,0.66629,1.05374,0.13255,0.12579,7,C,Y,N,N,,,,UWSP,,,,,,,
2526,5,H04,4,30,2016,1,UMR,UPR,BACK,2,121,13.8,394,NA,NA,NA,NA,2.082353,2,1.838948,2.267691,0,NA,NA,NA,NA,2.04725,0.17837,0.08713,D,D,N,Y,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2527,5,H05,4,30,2016,1,UMR,UPR,THAL,2,121,13.8,394,NA,NA,NA,NA,2.258824,2.458824,2.337834,2.246658,0,NA,NA,NA,NA,2.32554,0.09762,0.04198,D,D,N,N,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2528,5,H06,8,19,2016,12,IAR,MTH,THAL,0,232,28.2,625,1.347072,1.182368,1.143358,1.239545,0.7941176,1.088235,1.07737,0.8741184,0,1.22809,0.08862,0.07216,0.78045,0.95846,0.14731,0.1537,D,D,N,Y,Y,,,,UWSP,,,,,,,
2529,5,H07,6,1,2016,4,DSM,MTH,THAL,19,153,25.6,354,1.235294,1.288235,1.262789,1.289537,0.8823725,0.9823529,0.9318657,0.95671,0,1.26896,0.0256,0.02018,0.73944,0.93833,0.04262,0.04542,4,C,Y,N,N,,,,UWSP,,,,,,,
2530,5,H08,7,18,2016,9,UMR,DNS,BACK,1,200,28.1,553,1.5294223,1.629507,1.651863,1.609842,1.017715,1.052941,1.138885,1.019142,0,1.60516,0.05333,0.03322,0.65861,1.05717,0.05686,0.05378,6,C,Y,N,N,,,,UWSP,,,,,,,
2531,5,H09,4,29,2016,1,DSM,KQA,CHAN,1,120,15.2,670,NA,NA,NA,NA,2.129412,2.082386,2.092828,2.139916,0,NA,NA,NA,NA,2.11114,0.02783,0.01318,D,D,N,Y,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2532,5,H10,4,30,2016,1,UMR,UPR,BACK,2,121,13.8,394,NA,NA,NA,NA,1.541176,2.105882,1.780556,1.943457,0,NA,NA,NA,NA,1.84277,0.24097,0.13076,D,D,N,N,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2533,5,H11,4,30,2016,1,UMR,UPR,THAL,2,121,13.8,394,NA,NA,NA,NA,2.035328,1.729412,1.864103,1.979969,0,NA,NA,NA,NA,1.9022,0.1355,0.07123,D,D,N,N,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2534,5,H12,5,11,2016,2,DSM,KQA,THAL,6,132,16.9,596,3.282353,3.317668,3.279168,3.275937,2.682353,2.600027,2.62743,2.712014,0,3.28878,0.01943,0.00591,0.80743,2.65546,0.05093,0.01918,1,C,N,Y,N,,,,UWSP,,,,,,,
2535,6,A01,5,11,2016,2,IAR,MTH,CHAN,2,132,16.9,474,NA,NA,NA,NA,1.641176,1.923529,1.655483,1.801211,0,NA,NA,NA,NA,1.75535,0.13341,0.076,D,D,N,N,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2536,6,A02,5,11,2016,2,IAR,MTH,THAL,2,132,16.9,474,NA,NA,NA,NA,4.141176,4.329412,4.151208,4.384133,0,NA,NA,NA,NA,4.25148,0.12368,0.02909,D,D,N,N,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2537,6,A03,5,11,2016,2,SKK,MTH,THAL,7,132,17.2,460,1.870597,1.95295,2.056166,1.742547,1.870597,1.95295,2.056166,1.742547,0,1.90557,0.13257,0.06957,1,1.90557,0.13257,0.06957,D,D,N,Y,N,,,,UWSP,,,,,,,
2538,6,A04,5,11,2016,2,UMR,UPS,THAL,2,132,18.3,383,1.635294,1.623529,1.685682,1.672286,1.635294,1.623529,1.685682,1.672286,0,1.6542,0.02953,0.01785,1,1.6542,0.02953,0.01785,D,D,N,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2539,6,A05,5,10,2016,2,UMR,DNR,THAL,2,131,28.1,553,1.764706,1.741176,1.815428,1.789048,1.764706,1.741176,1.815428,1.789048,0,1.77759,0.03191,0.01795,1,1.77759,0.03191,0.01795,D,D,N,Y,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2540,6,A06,5,11,2016,2,UMR,UPD,THAL,30,132,18.4,404,1.564706,1.6,1.597576,1.507582,1.141176,1.329412,1.247835,1.19033,2.824274,1.56747,0.04305,0.02746,0.78291,1.22719,0.0809,0.06592,7,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2541,6,A07,5,11,2016,2,UMR,UPD,CHAN,3,132,18.4,404,1.635336,1.864743,1.772629,1.80243,1.270643,1.494118,1.394812,1.344282,0,1.76878,0.09689,0.05478,0.77791,1.37596,0.09383,0.06819,6,C,Y,N,N,,,,UWSP,,,,,,,
2542,6,A08,5,10,2016,2,UMR,UPR,CHAN,3,131,17.7,367,1.594129,1.635294,1.642989,1.655796,1.476482,1.635294,1.449878,1.449878,0,1.63205,0.02666,0.01633,0.92085,1.50288,0.08916,0.05933,D,D,N,N,N,,,,UWSP,,,,,,,
2543,6,A09,5,10,2016,2,UMR,UPR,THAL,7,131,17.7,367,1.511765,1.729422,1.443384,1.726578,1.147074,1.51181,1.306174,1.385154,0,1.60279,0.14726,0.09188,0.83452,1.33755,0.15264,0.11412,1,C,N,N,Y,,,,UWSP,,,,,,,
2544,6,A10,5,19,2016,3,IAR,MTH,THAL,2,140,18.5,468,2.058824,1.823529,2.247644,1.697382,1.211765,1.070588,1.214674,1.093012,0,1.95684,0.24499,0.1252,0.58641,1.14751,0.07643,0.06661,1,C,N,N,N,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
2545,6,A11,5,30,2016,4,IAR,MTH,BACK,23,151,23.4,463,1.564706,1.541176,1.55303,1.542792,1.188235,1.141176,1.04729,1.223586,0,1.55043,0.01087,0.00701,0.74178,1.15007,0.07638,0.06642,4,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2546,6,A12,5,30,2016,4,IAR,MTH,CHAN,455,151,23.4,463,4.2,4,4.342723,3.894135,1.341176,1.211765,1.929555,1.095221,4.4425,4.10921,0.20079,0.04886,0.33934,1.39443,0.37062,0.26579,8,C,N,N,N,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2547,6,B01,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.529412,4.152941,4.334157,3.497899,1.376471,1.411765,1.439194,1.655524,3.696628,3.8786,0.42804,0.11036,0.37919,1.47074,0.12584,0.08556,8,C,N,N,N,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2548,6,B02,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,2.023529,2.082353,2.030426,2.304471,1.129412,1.070588,1.190737,1.164646,0,2.11019,0.13215,0.06263,0.53969,1.13885,0.05198,0.04564,1,C,N,N,Y,,NO,Mississippi Silvery Minnow,UWSP,Cyprinidae,Hybognathus,nuchalis,Mississippi Silvery Minnow,Cyprinidae,Hybognathus,nuchalis
2549,6,B03,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,4.258824,4.447059,4.662179,4.077485,1.705882,1.4,1.751045,1.547405,3.575462,4.36139,0.25095,0.05754,0.3671,1.60108,0.15999,0.09992,8,C,N,N,N,,NO,Bighead Carp,UWSP,Cyprinidae,Hypophthalmichthys,nobilis,ACGC,ACGC,ACGC,ACGC
2550,6,B04,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.388317,3.823529,3.704014,3.528196,1.647059,1.576471,1.73883,1.616952,0,3.61101,0.19172,0.05309,0.4555,1.64483,0.06902,0.04196,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2551,6,B05,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.964706,3.552941,3.615882,4.018452,1.094118,1.894118,1.299081,1.440348,4.548086,3.788,0.23749,0.0627,0.37801,1.43192,0.33934,0.23698,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2552,6,B06,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,1.694118,1.635294,1.722033,1.672079,1.223529,1.141176,1.205294,1.181753,0,1.68088,0.03663,0.02179,0.70674,1.18794,0.03556,0.02993,6,C,Y,N,N,,NO,Freshwater Drum,UWSP,Sciaenidae,Aplodinotus,grunniens,Freshwater Drum,Sciaenidae,Aplodinotus,grunniens
2553,6,B07,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.847059,3.082353,3.729931,3.299366,1.541176,1.670588,1.548121,1.678069,0,3.48968,0.35943,0.103,0.46121,1.60949,0.07499,0.04659,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2554,6,B08,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,4.294118,2.070588,3.509315,3.139237,1.823529,1.105882,1.387338,1.452024,3.797752,3.25331,0.92388,0.28398,0.4433,1.44219,0.29531,0.20477,8,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2555,6,B09,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.576471,4.011765,3.888142,3.713251,1.529412,1.470588,1.679553,1.214674,0,3.79741,0.19155,0.05044,0.38804,1.47356,0.19372,0.13146,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2556,6,B10,5,30,2016,4,IAR,MTH,THAL,914,151,23.4,463,3.952941,4.09118,4.026349,3.846249,1.564706,1.447059,1.532124,1.273037,0,3.97918,0.10508,0.02641,0.36546,1.45423,0.13058,0.08979,1,C,N,N,Y,,,,UWSP,,,,,,,
2557,6,B11,5,19,2016,3,IAR,MTH,CHAN,9,140,18.5,468,1.811765,1.658824,1.767136,1.805221,1.270588,1.352941,1.251822,1.347765,0,1.76074,0.07073,0.04017,0.74161,1.30578,0.05208,0.03988,1,C,N,Y,Y,,NO,Shiner sp.,UWSP,Cyprinidae,Notropis,Notropis sp.,Shiner sp.,Cyprinidae,Notropis,Notropis sp.
2558,6,B12,5,29,2016,4,ROC,MTH,CHAN,98,150,24.2,625,NA,NA,NA,NA,1.023529,1.123529,0.9776924,1.123545,0,NA,NA,NA,NA,1.06207,0.0734,0.06911,D,D,N,N,NO MEMBRANE,NO MEMBRANE,,,UWSP,,,,,,,
2559,6,C01,5,29,2016,4,ROC,MTH,THAL,32,150,24.2,625,1.541176,1.523529,1.547405,1.509933,1.105898,1.188235,1.17441,1.21456,0,1.53051,0.01704,0.01114,0.76496,1.17078,0.04635,0.03959,6,C,Y,N,N,,,,UWSP,,,,,,,
2560,6,C02,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.223529,2.752941,2.817739,3.602172,1.564706,1.682353,1.798808,1.631863,0,3.0991,0.39478,0.12739,0.53868,1.66943,0.0988,0.05918,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2561,6,C03,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.517647,3.752941,3.556465,3.704612,2.047059,1.870588,1.950104,2.022332,0,3.63292,0.11355,0.03125,0.54296,1.97252,0.07944,0.04027,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2562,6,C04,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.4,2.764706,3.217427,2.931277,1.811765,1.635294,1.807941,1.822011,0,3.07835,0.28449,0.09242,0.57474,1.76925,0.0895,0.05059,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2563,6,C05,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.152958,3.917647,4.209891,4.179402,1.870588,1.729412,1.813635,1.580592,0,4.11497,0.13359,0.03246,0.42493,1.74856,0.1261,0.07212,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2564,6,C06,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.729412,3.894189,4.072441,3.664097,1.729412,1.670588,1.756885,1.697138,0,3.84003,0.1827,0.04758,0.44622,1.71351,0.03761,0.02195,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2565,6,C07,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.529412,4.08237,4.764604,4.079657,1.870588,1.952941,1.840754,1.921685,0,4.36401,0.34059,0.07805,0.43458,1.89649,0.05033,0.02654,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2566,6,C08,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.105882,2.988235,3.393236,2.7817,1.729412,1.494118,1.753375,1.590674,0,3.06726,0.2553,0.08324,0.5353,1.64189,0.12186,0.07422,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2567,6,C09,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.552941,3.082353,3.653391,3.216308,1.882353,1.647059,1.785214,1.707829,0,3.37625,0.27079,0.0802,0.51999,1.75561,0.10166,0.05791,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2568,6,C10,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.858824,4.8,4.347055,4.281141,1.870588,1.823529,1.905483,1.688922,0,4.32176,0.38528,0.08915,0.42162,1.82213,0.09494,0.05211,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2569,6,C11,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.011765,2.976471,3.718782,2.746498,1.329412,1.223529,1.323359,1.223586,0,3.11338,0.42039,0.13503,0.40951,1.27497,0.05942,0.0466,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2570,6,C12,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.517647,3.823529,3.771116,3.630856,1.588235,1.435294,1.40651,1.632626,0,3.68579,0.13849,0.03758,0.41122,1.51567,0.11154,0.07359,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2571,6,D01,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.729412,3.729412,4.135173,3.569285,1.564706,1.835294,1.889875,1.664113,0,3.79082,0.24166,0.06375,0.45861,1.7385,0.15058,0.08661,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2572,6,D02,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.364706,3.764706,4.102645,3.421346,1.764706,1.988235,2.079726,1.82277,0,3.66335,0.34206,0.09337,0.52243,1.91386,0.14559,0.07607,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2573,6,D03,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.941176,4.094118,3.804368,4.119747,1.729452,1.694118,1.833861,1.730652,0,3.98985,0.14665,0.03676,0.43787,1.74702,0.06032,0.03453,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2574,6,D04,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,4.164706,3.788235,4.096162,4.057527,4.164706,3.788235,4.096162,4.057527,0,4.02666,0.16501,0.04098,1,4.02666,0.16501,0.04098,1,C,N,N,Y,SAC DESTROYED,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2575,6,D05,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.317647,4,3.984763,3.786152,1.717647,1.6,1.665859,1.559389,0,3.77214,0.31827,0.08437,0.43363,1.63572,0.07005,0.04283,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2576,6,D06,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,2.917647,3.470588,3.12359,3.202789,1.647059,1.741176,1.873989,1.61421,0,3.17865,0.22874,0.07196,0.54083,1.71911,0.11643,0.06773,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2577,6,D07,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.341176,3.152941,3.177015,3.473379,2.070588,1.741176,1.868663,1.901374,0,3.28613,0.15026,0.04573,0.5768,1.89545,0.13568,0.07158,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2578,6,D08,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,2.764706,2.658824,2.682379,2.905311,2.764706,2.658824,2.682379,2.905311,0,2.75281,0.11134,0.04045,1,2.75281,0.11134,0.04045,D,D,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
2579,6,D09,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,2.941176,3.329412,3.346227,2.954089,1.435294,1.364706,1.593151,1.572295,0,3.14273,0.22544,0.07173,0.47454,1.49136,0.10969,0.07355,1,C,N,N,Y,,NO,Grass Carp,UWSP,Cyprinidae,Ctenopharyngodon,idella,ACGC,ACGC,ACGC,ACGC
2580,6,D10,5,30,2016,4,SKK,MTH,CHAN,5067,151,22,380,3.411765,3.835294,3.623243,4.136495,1.717647,1.776471,1.709934,1.755466,0,3.7517,0.30936,0.08246,0.46376,1.73988,0.03148,0.01809,1,C,N,N,Y,,NO,Silver Carp,UWSP,Cyprinidae,Hypophthalmichthys,molitrix,ACGC,ACGC,ACGC,ACGC
